NMI,Date,Time,kWh,kVArh,kW,kVA,PF,Peak_kWh,Off_Peak_kWh,DateNumber
SAAAAAC089,18/07/2016,11:00:00 PM,26.51,12.32,53.02,58.47,0.9,,26.51,20160718
SAAAAAC089,18/07/2016,11:30:00 PM,21.76,8.8,43.53,46.96,0.92,,21.76,20160718
SAAAAAC089,19/07/2016,12:00:00 AM,19.25,7.01,38.51,40.98,0.93,,19.25,20160719
SAAAAAC089,19/07/2016,12:30:00 AM,15.75,6.46,31.5,34.04,0.92,,15.75,20160719
SAAAAAC089,19/07/2016,1:00:00 AM,13.25,5.93,26.51,29.04,0.91,,13.25,20160719
SAAAAAC089,19/07/2016,1:30:00 AM,12.86,5.35,25.72,27.86,0.92,,12.86,20160719
SAAAAAC089,19/07/2016,2:00:00 AM,13.11,5.4,26.22,28.36,0.92,,13.11,20160719
SAAAAAC089,19/07/2016,2:30:00 AM,14.95,7.56,29.91,33.52,0.89,,14.95,20160719
SAAAAAC089,19/07/2016,3:00:00 AM,12.46,4.59,24.92,26.56,0.93,,12.46,20160719
SAAAAAC089,19/07/2016,3:30:00 AM,13.47,5.83,26.94,29.36,0.91,,13.47,20160719
SAAAAAC089,19/07/2016,4:00:00 AM,14.48,6.71,28.96,31.92,0.9,,14.48,20160719
SAAAAAC089,19/07/2016,4:30:00 AM,14.75,7.13,29.5,32.77,0.9,,14.75,20160719
SAAAAAC089,19/07/2016,5:00:00 AM,13.08,5.9,26.16,28.7,0.91,,13.08,20160719
SAAAAAC089,19/07/2016,5:30:00 AM,14.44,7.14,28.88,32.22,0.89,,14.44,20160719
SAAAAAC089,19/07/2016,6:00:00 AM,12.37,4.48,24.75,26.32,0.94,,12.37,20160719
SAAAAAC089,19/07/2016,6:30:00 AM,16.32,3.86,32.64,33.54,0.97,,16.32,20160719
SAAAAAC089,19/07/2016,7:00:00 AM,16.15,4.23,32.3,33.39,0.96,,16.15,20160719
SAAAAAC089,19/07/2016,7:30:00 AM,16.87,5.19,33.74,35.3,0.95,16.87,,20160719
SAAAAAC089,19/07/2016,8:00:00 AM,15.8,5.36,31.61,33.38,0.94,15.8,,20160719
SAAAAAC089,19/07/2016,8:30:00 AM,19.25,5.22,38.51,39.9,0.96,19.25,,20160719
SAAAAAC089,19/07/2016,9:00:00 AM,18.49,5.58,36.99,38.64,0.95,18.49,,20160719
SAAAAAC089,19/07/2016,9:30:00 AM,22.24,7.1,44.49,46.7,0.95,22.24,,20160719
SAAAAAC089,19/07/2016,10:00:00 AM,25.09,6.98,50.19,52.09,0.96,25.09,,20160719
SAAAAAC089,19/07/2016,10:30:00 AM,31.18,7.58,62.36,64.18,0.97,31.18,,20160719
SAAAAAC089,19/07/2016,11:00:00 AM,32.83,8.48,65.66,67.82,0.96,32.83,,20160719
SAAAAAC089,19/07/2016,11:30:00 AM,36.67,10.25,73.34,76.15,0.96,36.67,,20160719
SAAAAAC089,19/07/2016,12:00:00 PM,31.86,10.14,63.72,66.87,0.95,31.86,,20160719
SAAAAAC089,19/07/2016,12:30:00 PM,28.36,8.04,56.73,58.97,0.96,28.36,,20160719
SAAAAAC089,19/07/2016,1:00:00 PM,33.17,10.59,66.35,69.64,0.95,33.17,,20160719
SAAAAAC089,19/07/2016,1:30:00 PM,33.14,11.07,66.28,69.88,0.94,33.14,,20160719
SAAAAAC089,19/07/2016,2:00:00 PM,28.52,10.02,57.04,60.46,0.94,28.52,,20160719
SAAAAAC089,19/07/2016,2:30:00 PM,30.02,10.57,60.04,63.66,0.94,30.02,,20160719
SAAAAAC089,19/07/2016,3:00:00 PM,32.45,10.12,64.91,67.99,0.95,32.45,,20160719
SAAAAAC089,19/07/2016,3:30:00 PM,30.11,9.44,60.23,63.13,0.95,30.11,,20160719
SAAAAAC089,19/07/2016,4:00:00 PM,28.71,10.42,57.42,61.08,0.93,28.71,,20160719
SAAAAAC089,19/07/2016,4:30:00 PM,32.63,9.93,65.27,68.23,0.95,32.63,,20160719
SAAAAAC089,19/07/2016,5:00:00 PM,31.15,8.71,62.3,64.69,0.96,31.15,,20160719
SAAAAAC089,19/07/2016,5:30:00 PM,33.98,10.04,67.96,70.87,0.95,33.98,,20160719
SAAAAAC089,19/07/2016,6:00:00 PM,38.06,10.35,76.12,78.89,0.96,38.06,,20160719
SAAAAAC089,19/07/2016,6:30:00 PM,39.49,9.96,78.99,81.46,0.96,39.49,,20160719
SAAAAAC089,19/07/2016,7:00:00 PM,39.72,8.75,79.45,81.36,0.97,39.72,,20160719
SAAAAAC089,19/07/2016,7:30:00 PM,40.33,10.36,80.67,83.29,0.96,40.33,,20160719
SAAAAAC089,19/07/2016,8:00:00 PM,43.96,11.44,87.93,90.86,0.96,43.96,,20160719
SAAAAAC089,19/07/2016,8:30:00 PM,43.04,8.32,86.09,87.69,0.98,43.04,,20160719
SAAAAAC089,19/07/2016,9:00:00 PM,44.88,11.24,89.76,92.53,0.96,44.88,,20160719
SAAAAAC089,19/07/2016,9:30:00 PM,39.32,11.18,78.65,81.77,0.96,,39.32,20160719
SAAAAAC089,19/07/2016,10:00:00 PM,38.48,9.93,76.97,79.49,0.96,,38.48,20160719
SAAAAAC089,19/07/2016,10:30:00 PM,36.35,9.1,72.7,74.94,0.97,,36.35,20160719
SAAAAAC089,19/07/2016,11:00:00 PM,34.58,9.8,69.16,71.89,0.96,,34.58,20160719
SAAAAAC089,19/07/2016,11:30:00 PM,30.34,7.33,60.68,62.43,0.97,,30.34,20160719
SAAAAAC089,20/07/2016,12:00:00 AM,34.11,10.6,68.22,71.44,0.95,,34.11,20160720
SAAAAAC089,20/07/2016,12:30:00 AM,33.36,9.4,66.72,69.32,0.96,,33.36,20160720
SAAAAAC089,20/07/2016,1:00:00 AM,19.64,6.84,39.29,41.6,0.94,,19.64,20160720
SAAAAAC089,20/07/2016,1:30:00 AM,15.94,7.45,31.88,35.2,0.9,,15.94,20160720
SAAAAAC089,20/07/2016,2:00:00 AM,15.82,7.43,31.64,34.96,0.9,,15.82,20160720
SAAAAAC089,20/07/2016,2:30:00 AM,13.92,5.88,27.85,30.24,0.92,,13.92,20160720
SAAAAAC089,20/07/2016,3:00:00 AM,14.64,6.07,29.29,31.71,0.92,,14.64,20160720
SAAAAAC089,20/07/2016,3:30:00 AM,14.06,5.55,28.12,30.23,0.93,,14.06,20160720
SAAAAAC089,20/07/2016,4:00:00 AM,15.64,6.62,31.29,33.98,0.92,,15.64,20160720
SAAAAAC089,20/07/2016,4:30:00 AM,16.64,7.99,33.29,36.93,0.9,,16.64,20160720
SAAAAAC089,20/07/2016,5:00:00 AM,15.62,7.53,31.24,34.69,0.9,,15.62,20160720
SAAAAAC089,20/07/2016,5:30:00 AM,12.97,4.62,25.95,27.55,0.94,,12.97,20160720
SAAAAAC089,20/07/2016,6:00:00 AM,13.79,5.04,27.58,29.37,0.93,,13.79,20160720
SAAAAAC089,20/07/2016,6:30:00 AM,15.29,2.66,30.59,31.05,0.98,,15.29,20160720
SAAAAAC089,20/07/2016,7:00:00 AM,15.44,3.41,30.88,31.62,0.97,,15.44,20160720
SAAAAAC089,20/07/2016,7:30:00 AM,16.62,4.26,33.24,34.32,0.96,16.62,,20160720
SAAAAAC089,20/07/2016,8:00:00 AM,18.63,6.49,37.26,39.46,0.94,18.63,,20160720
SAAAAAC089,20/07/2016,8:30:00 AM,19.64,7.09,39.29,41.77,0.94,19.64,,20160720
SAAAAAC089,20/07/2016,9:00:00 AM,20.52,5.12,41.05,42.31,0.97,20.52,,20160720
SAAAAAC089,20/07/2016,9:30:00 AM,20.1,5.44,40.2,41.65,0.96,20.1,,20160720
SAAAAAC089,20/07/2016,10:00:00 AM,20.74,5.37,41.48,42.85,0.96,20.74,,20160720
SAAAAAC089,20/07/2016,10:30:00 AM,29.24,6.33,58.49,59.85,0.97,29.24,,20160720
SAAAAAC089,20/07/2016,11:00:00 AM,29.31,8.66,58.62,61.13,0.95,29.31,,20160720
SAAAAAC089,20/07/2016,11:30:00 AM,27.89,6.56,55.79,57.31,0.97,27.89,,20160720
SAAAAAC089,20/07/2016,12:00:00 PM,31.04,7.9,62.09,64.07,0.96,31.04,,20160720
SAAAAAC089,20/07/2016,12:30:00 PM,27.06,8.62,54.12,56.8,0.95,27.06,,20160720
SAAAAAC089,20/07/2016,1:00:00 PM,30.43,10.19,60.87,64.19,0.94,30.43,,20160720
SAAAAAC089,20/07/2016,1:30:00 PM,31.45,10.06,62.91,66.05,0.95,31.45,,20160720
SAAAAAC089,20/07/2016,2:00:00 PM,31.72,10.44,63.44,66.79,0.94,31.72,,20160720
SAAAAAC089,20/07/2016,2:30:00 PM,31.29,9.82,62.59,65.6,0.95,31.29,,20160720
SAAAAAC089,20/07/2016,3:00:00 PM,32.88,11.48,65.77,69.66,0.94,32.88,,20160720
SAAAAAC089,20/07/2016,3:30:00 PM,30.23,9.84,60.46,63.58,0.95,30.23,,20160720
SAAAAAC089,20/07/2016,4:00:00 PM,30.01,11.63,60.03,64.38,0.93,30.01,,20160720
SAAAAAC089,20/07/2016,4:30:00 PM,28.92,10.69,57.85,61.68,0.93,28.92,,20160720
SAAAAAC089,20/07/2016,5:00:00 PM,30.6,11.08,61.21,65.1,0.94,30.6,,20160720
SAAAAAC089,20/07/2016,5:30:00 PM,32.45,12.88,64.91,69.83,0.92,32.45,,20160720
SAAAAAC089,20/07/2016,6:00:00 PM,38.02,12.01,76.04,79.75,0.95,38.02,,20160720
SAAAAAC089,20/07/2016,6:30:00 PM,40.57,12.49,81.15,84.91,0.95,40.57,,20160720
SAAAAAC089,20/07/2016,7:00:00 PM,38.4,10.9,76.81,79.85,0.96,38.4,,20160720
SAAAAAC089,20/07/2016,7:30:00 PM,37.17,10.65,74.35,77.34,0.96,37.17,,20160720
SAAAAAC089,20/07/2016,8:00:00 PM,40.19,12.7,80.38,84.3,0.95,40.19,,20160720
SAAAAAC089,20/07/2016,8:30:00 PM,37.12,12.39,74.25,78.28,0.94,37.12,,20160720
SAAAAAC089,20/07/2016,9:00:00 PM,37.53,11.69,75.07,78.63,0.95,37.53,,20160720
SAAAAAC089,20/07/2016,9:30:00 PM,37.31,12.11,74.62,78.45,0.95,,37.31,20160720
SAAAAAC089,20/07/2016,10:00:00 PM,30.2,10.24,60.4,63.77,0.94,,30.2,20160720
SAAAAAC089,20/07/2016,10:30:00 PM,27.56,9.15,55.13,58.09,0.94,,27.56,20160720
SAAAAAC089,20/07/2016,11:00:00 PM,24.83,11.96,49.66,55.12,0.9,,24.83,20160720
SAAAAAC089,20/07/2016,11:30:00 PM,20.84,7.94,41.68,44.6,0.93,,20.84,20160720
SAAAAAC089,21/07/2016,12:00:00 AM,20.46,11.32,40.92,46.77,0.87,,20.46,20160721
SAAAAAC089,21/07/2016,12:30:00 AM,19.68,9.83,39.37,44.01,0.89,,19.68,20160721
SAAAAAC089,21/07/2016,1:00:00 AM,14.92,7.15,29.85,33.11,0.9,,14.92,20160721
SAAAAAC089,21/07/2016,1:30:00 AM,15.42,7.88,30.84,34.64,0.89,,15.42,20160721
SAAAAAC089,21/07/2016,2:00:00 AM,15.32,7.96,30.65,34.55,0.88,,15.32,20160721
SAAAAAC089,21/07/2016,2:30:00 AM,14.43,7.03,28.86,32.1,0.89,,14.43,20160721
SAAAAAC089,21/07/2016,3:00:00 AM,13.46,6.17,26.92,29.62,0.9,,13.46,20160721
SAAAAAC089,21/07/2016,3:30:00 AM,12.6,4.85,25.21,27.01,0.93,,12.6,20160721
SAAAAAC089,21/07/2016,4:00:00 AM,14.49,6.64,28.99,31.88,0.9,,14.49,20160721
SAAAAAC089,21/07/2016,4:30:00 AM,15.31,7.33,30.62,33.95,0.9,,15.31,20160721
SAAAAAC089,21/07/2016,5:00:00 AM,13.16,6,26.33,28.93,0.9,,13.16,20160721
SAAAAAC089,21/07/2016,5:30:00 AM,13.16,5.61,26.32,28.61,0.91,,13.16,20160721
SAAAAAC089,21/07/2016,6:00:00 AM,16.02,4.39,32.04,33.22,0.96,,16.02,20160721
SAAAAAC089,21/07/2016,6:30:00 AM,15.23,2.92,30.46,31.01,0.98,,15.23,20160721
SAAAAAC089,21/07/2016,7:00:00 AM,19.34,4.32,38.68,39.64,0.97,,19.34,20160721
SAAAAAC089,21/07/2016,7:30:00 AM,17.42,4.82,34.84,36.15,0.96,17.42,,20160721
SAAAAAC089,21/07/2016,8:00:00 AM,18.51,7,37.02,39.58,0.93,18.51,,20160721
SAAAAAC089,21/07/2016,8:30:00 AM,17.07,5.7,34.14,35.99,0.94,17.07,,20160721
SAAAAAC089,21/07/2016,9:00:00 AM,17.33,5.57,34.67,36.42,0.95,17.33,,20160721
SAAAAAC089,21/07/2016,9:30:00 AM,21.1,6.45,42.2,44.13,0.95,21.1,,20160721
SAAAAAC089,21/07/2016,10:00:00 AM,21.68,7.03,43.36,45.58,0.95,21.68,,20160721
SAAAAAC089,21/07/2016,10:30:00 AM,27.82,6.76,55.64,57.26,0.97,27.82,,20160721
SAAAAAC089,21/07/2016,11:00:00 AM,26.32,10.42,52.65,56.63,0.92,26.32,,20160721
SAAAAAC089,21/07/2016,11:30:00 AM,26.19,9.49,52.38,55.72,0.94,26.19,,20160721
SAAAAAC089,21/07/2016,12:00:00 PM,26.08,8.7,52.17,55,0.94,26.08,,20160721
SAAAAAC089,21/07/2016,12:30:00 PM,29.92,8.6,59.85,62.27,0.96,29.92,,20160721
SAAAAAC089,21/07/2016,1:00:00 PM,31.92,10.39,63.84,67.13,0.95,31.92,,20160721
SAAAAAC089,21/07/2016,1:30:00 PM,29,9.51,58.01,61.05,0.95,29,,20160721
SAAAAAC089,21/07/2016,2:00:00 PM,29.98,9.92,59.96,63.16,0.94,29.98,,20160721
SAAAAAC089,21/07/2016,2:30:00 PM,29.95,10.52,59.9,63.48,0.94,29.95,,20160721
SAAAAAC089,21/07/2016,3:00:00 PM,30.75,11.67,61.5,65.79,0.93,30.75,,20160721
SAAAAAC089,21/07/2016,3:30:00 PM,28.01,10.07,56.03,59.54,0.94,28.01,,20160721
SAAAAAC089,21/07/2016,4:00:00 PM,29.28,9.63,58.57,61.66,0.94,29.28,,20160721
SAAAAAC089,21/07/2016,4:30:00 PM,28.55,9.75,57.1,60.34,0.94,28.55,,20160721
SAAAAAC089,21/07/2016,5:00:00 PM,25.72,8.51,51.45,54.19,0.94,25.72,,20160721
SAAAAAC089,21/07/2016,5:30:00 PM,33.03,11.33,66.06,69.84,0.94,33.03,,20160721
SAAAAAC089,21/07/2016,6:00:00 PM,36.15,11.21,72.31,75.71,0.95,36.15,,20160721
SAAAAAC089,21/07/2016,6:30:00 PM,40.44,13.28,80.89,85.14,0.95,40.44,,20160721
SAAAAAC089,21/07/2016,7:00:00 PM,38.03,11.1,76.06,79.23,0.95,38.03,,20160721
SAAAAAC089,21/07/2016,7:30:00 PM,38.25,13.19,76.51,80.93,0.94,38.25,,20160721
SAAAAAC089,21/07/2016,8:00:00 PM,40.11,13.08,80.22,84.37,0.95,40.11,,20160721
SAAAAAC089,21/07/2016,8:30:00 PM,42.42,11.45,84.84,87.88,0.96,42.42,,20160721
SAAAAAC089,21/07/2016,9:00:00 PM,45.55,12.49,91.1,94.46,0.96,45.55,,20160721
SAAAAAC089,21/07/2016,9:30:00 PM,41.13,12.75,82.27,86.13,0.95,,41.13,20160721
SAAAAAC089,21/07/2016,10:00:00 PM,39.59,10.75,79.18,82.05,0.96,,39.59,20160721
SAAAAAC089,21/07/2016,10:30:00 PM,38.09,11.22,76.19,79.42,0.95,,38.09,20160721
SAAAAAC089,21/07/2016,11:00:00 PM,36.86,10.51,73.72,76.66,0.96,,36.86,20160721
SAAAAAC089,21/07/2016,11:30:00 PM,26.56,8.96,53.13,56.08,0.94,,26.56,20160721
SAAAAAC089,22/07/2016,12:00:00 AM,26.51,10.36,53.02,56.92,0.93,,26.51,20160722
SAAAAAC089,22/07/2016,12:30:00 AM,21.04,9.12,42.09,45.88,0.91,,21.04,20160722
SAAAAAC089,22/07/2016,1:00:00 AM,18.88,9.23,37.77,42.05,0.89,,18.88,20160722
SAAAAAC089,22/07/2016,1:30:00 AM,17.53,8.05,35.07,38.59,0.9,,17.53,20160722
SAAAAAC089,22/07/2016,2:00:00 AM,17.31,8.79,34.62,38.83,0.89,,17.31,20160722
SAAAAAC089,22/07/2016,2:30:00 AM,17.56,8.72,35.12,39.21,0.89,,17.56,20160722
SAAAAAC089,22/07/2016,3:00:00 AM,16.03,7.23,32.06,35.17,0.91,,16.03,20160722
SAAAAAC089,22/07/2016,3:30:00 AM,16.3,7.66,32.6,36.02,0.9,,16.3,20160722
SAAAAAC089,22/07/2016,4:00:00 AM,16.71,7.42,33.42,36.57,0.91,,16.71,20160722
SAAAAAC089,22/07/2016,4:30:00 AM,17.42,8.06,34.84,38.39,0.9,,17.42,20160722
SAAAAAC089,22/07/2016,5:00:00 AM,18.35,9.37,36.7,41.21,0.89,,18.35,20160722
SAAAAAC089,22/07/2016,5:30:00 AM,18.79,9.88,37.58,42.46,0.88,,18.79,20160722
SAAAAAC089,22/07/2016,6:00:00 AM,17.38,5.64,34.76,36.55,0.95,,17.38,20160722
SAAAAAC089,22/07/2016,6:30:00 AM,16.01,3.51,32.03,32.79,0.97,,16.01,20160722
SAAAAAC089,22/07/2016,7:00:00 AM,15.57,2.97,31.15,31.71,0.98,,15.57,20160722
SAAAAAC089,22/07/2016,7:30:00 AM,19.31,6.32,38.62,40.64,0.95,19.31,,20160722
SAAAAAC089,22/07/2016,8:00:00 AM,19.36,7.74,38.73,41.71,0.92,19.36,,20160722
SAAAAAC089,22/07/2016,8:30:00 AM,17.88,6.47,35.76,38.03,0.94,17.88,,20160722
SAAAAAC089,22/07/2016,9:00:00 AM,17.94,5.24,35.88,37.38,0.95,17.94,,20160722
SAAAAAC089,22/07/2016,9:30:00 AM,23.5,7.04,47,49.07,0.95,23.5,,20160722
SAAAAAC089,22/07/2016,10:00:00 AM,23.99,6.89,47.98,49.92,0.96,23.99,,20160722
SAAAAAC089,22/07/2016,10:30:00 AM,32.06,7.52,64.12,65.86,0.97,32.06,,20160722
SAAAAAC089,22/07/2016,11:00:00 AM,29.67,8.08,59.34,61.5,0.96,29.67,,20160722
SAAAAAC089,22/07/2016,11:30:00 AM,29.89,7.56,59.79,61.67,0.96,29.89,,20160722
SAAAAAC089,22/07/2016,12:00:00 PM,27.44,9.26,54.89,57.93,0.94,27.44,,20160722
SAAAAAC089,22/07/2016,12:30:00 PM,34.8,11.18,69.61,73.12,0.95,34.8,,20160722
SAAAAAC089,22/07/2016,1:00:00 PM,33.48,12.64,66.96,71.57,0.93,33.48,,20160722
SAAAAAC089,22/07/2016,1:30:00 PM,36.39,11.1,72.78,76.09,0.95,36.39,,20160722
SAAAAAC089,22/07/2016,2:00:00 PM,33.33,11.16,66.67,70.31,0.94,33.33,,20160722
SAAAAAC089,22/07/2016,2:30:00 PM,33.35,11.61,66.71,70.64,0.94,33.35,,20160722
SAAAAAC089,22/07/2016,3:00:00 PM,33.87,11.7,67.74,71.67,0.94,33.87,,20160722
SAAAAAC089,22/07/2016,3:30:00 PM,31.97,11.16,63.95,67.73,0.94,31.97,,20160722
SAAAAAC089,22/07/2016,4:00:00 PM,31.23,9.93,62.46,65.54,0.95,31.23,,20160722
SAAAAAC089,22/07/2016,4:30:00 PM,31.5,10.14,63,66.19,0.95,31.5,,20160722
SAAAAAC089,22/07/2016,5:00:00 PM,29.59,7.3,59.18,60.95,0.97,29.59,,20160722
SAAAAAC089,22/07/2016,5:30:00 PM,32.96,8.64,65.93,68.16,0.96,32.96,,20160722
SAAAAAC089,22/07/2016,6:00:00 PM,35,10.51,70.01,73.1,0.95,35,,20160722
SAAAAAC089,22/07/2016,6:30:00 PM,38.74,9.62,77.48,79.84,0.97,38.74,,20160722
SAAAAAC089,22/07/2016,7:00:00 PM,39.71,9.83,79.43,81.83,0.97,39.71,,20160722
SAAAAAC089,22/07/2016,7:30:00 PM,39.4,9.03,78.81,80.86,0.97,39.4,,20160722
SAAAAAC089,22/07/2016,8:00:00 PM,39.12,10.52,78.24,81.01,0.96,39.12,,20160722
SAAAAAC089,22/07/2016,8:30:00 PM,38.77,10.92,77.55,80.57,0.96,38.77,,20160722
SAAAAAC089,22/07/2016,9:00:00 PM,36.93,9.08,73.87,76.07,0.97,36.93,,20160722
SAAAAAC089,22/07/2016,9:30:00 PM,37.15,9.13,74.3,76.51,0.97,,37.15,20160722
SAAAAAC089,22/07/2016,10:00:00 PM,35.88,7.47,71.76,73.29,0.97,,35.88,20160722
SAAAAAC089,22/07/2016,10:30:00 PM,32.9,8.68,65.8,68.06,0.96,,32.9,20160722
SAAAAAC089,22/07/2016,11:00:00 PM,29.7,8.77,59.4,61.94,0.95,,29.7,20160722
SAAAAAC089,22/07/2016,11:30:00 PM,22.58,6.7,45.16,47.11,0.95,,22.58,20160722
SAAAAAC089,23/07/2016,12:00:00 AM,20.93,6.24,41.87,43.69,0.95,,20.93,20160723
SAAAAAC089,23/07/2016,12:30:00 AM,16.06,5.72,32.12,34.1,0.94,,16.06,20160723
SAAAAAC089,23/07/2016,1:00:00 AM,16.12,7.08,32.25,35.22,0.91,,16.12,20160723
SAAAAAC089,23/07/2016,1:30:00 AM,15.75,7.39,31.51,34.81,0.9,,15.75,20160723
SAAAAAC089,23/07/2016,2:00:00 AM,14.93,6.51,29.87,32.58,0.91,,14.93,20160723
SAAAAAC089,23/07/2016,2:30:00 AM,13.66,5.03,27.32,29.11,0.93,,13.66,20160723
SAAAAAC089,23/07/2016,3:00:00 AM,14.56,5.9,29.12,31.42,0.92,,14.56,20160723
SAAAAAC089,23/07/2016,3:30:00 AM,14.28,5.65,28.57,30.73,0.92,,14.28,20160723
SAAAAAC089,23/07/2016,4:00:00 AM,13.97,4.95,27.95,29.65,0.94,,13.97,20160723
SAAAAAC089,23/07/2016,4:30:00 AM,14.27,5.54,28.54,30.62,0.93,,14.27,20160723
SAAAAAC089,23/07/2016,5:00:00 AM,13.12,4.6,26.25,27.82,0.94,,13.12,20160723
SAAAAAC089,23/07/2016,5:30:00 AM,14.56,6.28,29.13,31.73,0.91,,14.56,20160723
SAAAAAC089,23/07/2016,6:00:00 AM,16.87,5.57,33.75,35.55,0.94,,16.87,20160723
SAAAAAC089,23/07/2016,6:30:00 AM,14.98,2.36,29.96,30.33,0.98,,14.98,20160723
SAAAAAC089,23/07/2016,7:00:00 AM,15.45,3.63,30.91,31.75,0.97,,15.45,20160723
SAAAAAC089,23/07/2016,7:30:00 AM,16.33,4.99,32.67,34.16,0.95,,16.33,20160723
SAAAAAC089,23/07/2016,8:00:00 AM,16.38,5.64,32.76,34.66,0.94,,16.38,20160723
SAAAAAC089,23/07/2016,8:30:00 AM,16,5.32,32.01,33.74,0.94,,16,20160723
SAAAAAC089,23/07/2016,9:00:00 AM,15.1,4.57,30.2,31.56,0.95,,15.1,20160723
SAAAAAC089,23/07/2016,9:30:00 AM,19.52,6.08,39.04,40.89,0.95,,19.52,20160723
SAAAAAC089,23/07/2016,10:00:00 AM,26.59,8.87,53.18,56.06,0.94,,26.59,20160723
SAAAAAC089,23/07/2016,10:30:00 AM,33.69,12.42,67.39,71.82,0.93,,33.69,20160723
SAAAAAC089,23/07/2016,11:00:00 AM,30.84,12.16,61.68,66.3,0.93,,30.84,20160723
SAAAAAC089,23/07/2016,11:30:00 AM,33.16,13.15,66.32,71.34,0.92,,33.16,20160723
SAAAAAC089,23/07/2016,12:00:00 PM,30.85,13.12,61.71,67.06,0.92,,30.85,20160723
SAAAAAC089,23/07/2016,12:30:00 PM,32.59,12.44,65.18,69.77,0.93,,32.59,20160723
SAAAAAC089,23/07/2016,1:00:00 PM,31.18,10.88,62.36,66.05,0.94,,31.18,20160723
SAAAAAC089,23/07/2016,1:30:00 PM,29.74,8.84,59.48,62.06,0.95,,29.74,20160723
SAAAAAC089,23/07/2016,2:00:00 PM,30.01,10.96,60.03,63.9,0.93,,30.01,20160723
SAAAAAC089,23/07/2016,2:30:00 PM,33.95,12.6,67.9,72.43,0.93,,33.95,20160723
SAAAAAC089,23/07/2016,3:00:00 PM,32.67,11.93,65.34,69.56,0.93,,32.67,20160723
SAAAAAC089,23/07/2016,3:30:00 PM,34.07,13.08,68.14,72.99,0.93,,34.07,20160723
SAAAAAC089,23/07/2016,4:00:00 PM,32.64,12.15,65.29,69.67,0.93,,32.64,20160723
SAAAAAC089,23/07/2016,4:30:00 PM,36.72,10.85,73.45,76.59,0.95,,36.72,20160723
SAAAAAC089,23/07/2016,5:00:00 PM,37.76,11.26,75.52,78.8,0.95,,37.76,20160723
SAAAAAC089,23/07/2016,5:30:00 PM,37.99,12.71,75.98,80.12,0.94,,37.99,20160723
SAAAAAC089,23/07/2016,6:00:00 PM,43.16,13.36,86.33,90.37,0.95,,43.16,20160723
SAAAAAC089,23/07/2016,6:30:00 PM,43.72,16.8,87.44,93.67,0.93,,43.72,20160723
SAAAAAC089,23/07/2016,7:00:00 PM,43.68,14.1,87.37,91.81,0.95,,43.68,20160723
SAAAAAC089,23/07/2016,7:30:00 PM,48.49,16.08,96.99,102.18,0.94,,48.49,20160723
SAAAAAC089,23/07/2016,8:00:00 PM,48.44,14.59,96.88,101.17,0.95,,48.44,20160723
SAAAAAC089,23/07/2016,8:30:00 PM,49.03,15.27,98.06,102.71,0.95,,49.03,20160723
SAAAAAC089,23/07/2016,9:00:00 PM,43.11,12.95,86.23,90.04,0.95,,43.11,20160723
SAAAAAC089,23/07/2016,9:30:00 PM,45.02,14.95,90.04,94.88,0.94,,45.02,20160723
SAAAAAC089,23/07/2016,10:00:00 PM,42.75,12.79,85.51,89.26,0.95,,42.75,20160723
SAAAAAC089,23/07/2016,10:30:00 PM,41.67,12.72,83.34,87.14,0.95,,41.67,20160723
SAAAAAC089,23/07/2016,11:00:00 PM,41.68,14.51,83.36,88.26,0.94,,41.68,20160723
SAAAAAC089,23/07/2016,11:30:00 PM,39.9,11.66,79.8,83.14,0.95,,39.9,20160723
SAAAAAC089,24/07/2016,12:00:00 AM,37.27,14.43,74.54,79.94,0.93,,37.27,20160724
SAAAAAC089,24/07/2016,12:30:00 AM,29.35,13.24,58.71,64.41,0.91,,29.35,20160724
SAAAAAC089,24/07/2016,1:00:00 AM,19.84,9.32,39.68,43.84,0.9,,19.84,20160724
SAAAAAC089,24/07/2016,1:30:00 AM,18.19,8.65,36.38,40.29,0.9,,18.19,20160724
SAAAAAC089,24/07/2016,2:00:00 AM,18.32,10.09,36.65,41.84,0.87,,18.32,20160724
SAAAAAC089,24/07/2016,2:30:00 AM,17.04,9.28,34.09,38.82,0.87,,17.04,20160724
SAAAAAC089,24/07/2016,3:00:00 AM,16,8.14,32.01,35.92,0.89,,16,20160724
SAAAAAC089,24/07/2016,3:30:00 AM,15.9,7.85,31.8,35.47,0.89,,15.9,20160724
SAAAAAC089,24/07/2016,4:00:00 AM,18.09,9.14,36.19,40.54,0.89,,18.09,20160724
SAAAAAC089,24/07/2016,4:30:00 AM,18.38,10.13,36.76,41.98,0.87,,18.38,20160724
SAAAAAC089,24/07/2016,5:00:00 AM,16.18,8.08,32.36,36.17,0.89,,16.18,20160724
SAAAAAC089,24/07/2016,5:30:00 AM,15.72,7.61,31.45,34.94,0.9,,15.72,20160724
SAAAAAC089,24/07/2016,6:00:00 AM,18.56,6.67,37.12,39.44,0.94,,18.56,20160724
SAAAAAC089,24/07/2016,6:30:00 AM,16.48,4.33,32.96,34.08,0.96,,16.48,20160724
SAAAAAC089,24/07/2016,7:00:00 AM,16.08,3.79,32.17,33.05,0.97,,16.08,20160724
SAAAAAC089,24/07/2016,7:30:00 AM,17,5.52,34,35.75,0.95,,17,20160724
