# Version: powershare 1.0.0
datetime_utc,datetime_local,total_watt_hours_in,total_watt_hours_out
2025-10-16 16:17:00,2025-10-17 02:47:00,45669,0
2025-10-16 16:18:00,2025-10-17 02:48:00,45677,0
2025-10-16 16:19:00,2025-10-17 02:49:00,45684,0
2025-10-16 16:20:01,2025-10-17 02:50:01,45691,0
2025-10-16 16:21:00,2025-10-17 02:51:00,45698,0
2025-10-16 16:22:00,2025-10-17 02:52:00,45705,0
2025-10-16 16:23:01,2025-10-17 02:53:01,45713,0
2025-10-16 16:24:00,2025-10-17 02:54:00,45720,0
2025-10-16 16:25:00,2025-10-17 02:55:00,45727,0
2025-10-16 16:26:00,2025-10-17 02:56:00,45734,0
2025-10-16 16:27:00,2025-10-17 02:57:00,45742,0
2025-10-16 16:28:00,2025-10-17 02:58:00,45749,0
2025-10-16 16:29:00,2025-10-17 02:59:00,45756,0
2025-10-16 16:30:00,2025-10-17 03:00:00,45763,0
2025-10-16 16:31:00,2025-10-17 03:01:00,45770,0
2025-10-16 16:32:01,2025-10-17 03:02:01,45778,0
2025-10-16 16:33:00,2025-10-17 03:03:00,45785,0
2025-10-16 16:34:00,2025-10-17 03:04:00,45792,0
2025-10-16 16:35:00,2025-10-17 03:05:00,45799,0
2025-10-16 16:36:00,2025-10-17 03:06:00,45806,0
2025-10-16 16:37:00,2025-10-17 03:07:00,45813,0
2025-10-16 16:38:00,2025-10-17 03:08:00,45820,0
2025-10-16 16:39:00,2025-10-17 03:09:00,45827,0
2025-10-16 16:40:00,2025-10-17 03:10:00,45834,0
2025-10-16 16:41:00,2025-10-17 03:11:00,45840,0
2025-10-16 16:42:00,2025-10-17 03:12:00,45847,0
2025-10-16 16:43:00,2025-10-17 03:13:00,45854,0
2025-10-16 16:44:00,2025-10-17 03:14:00,45861,0
2025-10-16 16:45:00,2025-10-17 03:15:00,45868,0
2025-10-16 16:46:00,2025-10-17 03:16:00,45875,0
2025-10-16 16:47:00,2025-10-17 03:17:00,45882,0
2025-10-16 16:48:00,2025-10-17 03:18:00,45889,0
2025-10-16 16:49:00,2025-10-17 03:19:00,45895,0
2025-10-16 16:50:00,2025-10-17 03:20:00,45902,0
2025-10-16 16:51:00,2025-10-17 03:21:00,45909,0
2025-10-16 16:52:00,2025-10-17 03:22:00,45916,0
2025-10-16 16:53:00,2025-10-17 03:23:00,45923,0
2025-10-16 16:54:00,2025-10-17 03:24:00,45930,0
2025-10-16 16:55:00,2025-10-17 03:25:00,45937,0
2025-10-16 16:56:00,2025-10-17 03:26:00,45943,0
2025-10-16 16:57:00,2025-10-17 03:27:00,45950,0
2025-10-16 16:58:00,2025-10-17 03:28:00,45956,0
2025-10-16 16:59:00,2025-10-17 03:29:00,45962,0
2025-10-16 17:00:00,2025-10-17 03:30:00,45968,0
2025-10-16 17:01:00,2025-10-17 03:31:00,45974,0
2025-10-16 17:02:00,2025-10-17 03:32:00,45980,0
2025-10-16 17:03:00,2025-10-17 03:33:00,45986,0
2025-10-16 17:04:00,2025-10-17 03:34:00,45992,0
2025-10-16 17:05:00,2025-10-17 03:35:00,45999,0
2025-10-16 17:06:00,2025-10-17 03:36:00,46006,0
2025-10-16 17:07:00,2025-10-17 03:37:00,46013,0
2025-10-16 17:08:01,2025-10-17 03:38:01,46020,0
2025-10-16 17:09:00,2025-10-17 03:39:00,46026,0
2025-10-16 17:10:00,2025-10-17 03:40:00,46033,0
2025-10-16 17:11:00,2025-10-17 03:41:00,46040,0
2025-10-16 17:12:00,2025-10-17 03:42:00,46045,0
2025-10-16 17:13:00,2025-10-17 03:43:00,46049,0
2025-10-16 17:14:01,2025-10-17 03:44:01,46054,0
2025-10-16 17:15:00,2025-10-17 03:45:00,46058,0
2025-10-16 17:16:00,2025-10-17 03:46:00,46062,0
2025-10-16 17:17:00,2025-10-17 03:47:00,46065,0
2025-10-16 17:18:00,2025-10-17 03:48:00,46069,0
2025-10-16 17:19:00,2025-10-17 03:49:00,46072,0
2025-10-16 17:20:00,2025-10-17 03:50:00,46076,0
2025-10-16 17:21:00,2025-10-17 03:51:00,46079,0
2025-10-16 17:22:00,2025-10-17 03:52:00,46083,0
2025-10-16 17:23:00,2025-10-17 03:53:00,46087,0
2025-10-16 17:24:00,2025-10-17 03:54:00,46091,0
2025-10-16 17:25:00,2025-10-17 03:55:00,46095,0
2025-10-16 17:26:00,2025-10-17 03:56:00,46100,0
2025-10-16 17:27:00,2025-10-17 03:57:00,46104,0
2025-10-16 17:28:01,2025-10-17 03:58:01,46108,0
2025-10-16 17:29:00,2025-10-17 03:59:00,46112,0
2025-10-16 17:30:00,2025-10-17 04:00:00,46116,0
2025-10-16 17:31:00,2025-10-17 04:01:00,46120,0
2025-10-16 17:32:00,2025-10-17 04:02:00,46124,0
2025-10-16 17:33:00,2025-10-17 04:03:00,46129,0
2025-10-16 17:34:00,2025-10-17 04:04:00,46133,0
2025-10-16 17:35:00,2025-10-17 04:05:00,46137,0
2025-10-16 17:36:00,2025-10-17 04:06:00,46142,0
2025-10-16 17:37:00,2025-10-17 04:07:00,46146,0
2025-10-16 17:38:00,2025-10-17 04:08:00,46150,0
2025-10-16 17:39:00,2025-10-17 04:09:00,46155,0
2025-10-16 17:40:00,2025-10-17 04:10:00,46159,0
2025-10-16 17:41:00,2025-10-17 04:11:00,46163,0
2025-10-16 17:42:00,2025-10-17 04:12:00,46167,0
2025-10-16 17:43:00,2025-10-17 04:13:00,46172,0
2025-10-16 17:44:00,2025-10-17 04:14:00,46177,0
2025-10-16 17:45:00,2025-10-17 04:15:00,46182,0
2025-10-16 17:46:00,2025-10-17 04:16:00,46187,0
2025-10-16 17:47:00,2025-10-17 04:17:00,46191,0
2025-10-16 17:48:00,2025-10-17 04:18:00,46196,0
2025-10-16 17:49:00,2025-10-17 04:19:00,46200,0
2025-10-16 17:50:00,2025-10-17 04:20:00,46205,0
2025-10-16 17:51:00,2025-10-17 04:21:00,46210,0
2025-10-16 17:52:00,2025-10-17 04:22:00,46215,0
2025-10-16 17:53:00,2025-10-17 04:23:00,46219,0
2025-10-16 17:54:00,2025-10-17 04:24:00,46224,0
2025-10-16 17:55:00,2025-10-17 04:25:00,46229,0
2025-10-16 17:56:00,2025-10-17 04:26:00,46234,0
2025-10-16 17:57:00,2025-10-17 04:27:00,46238,0
2025-10-16 17:58:00,2025-10-17 04:28:00,46243,0
2025-10-16 17:59:00,2025-10-17 04:29:00,46248,0
2025-10-16 18:00:00,2025-10-17 04:30:00,46252,0
2025-10-16 18:01:00,2025-10-17 04:31:00,46255,0
2025-10-16 18:02:01,2025-10-17 04:32:01,46259,0
2025-10-16 18:03:00,2025-10-17 04:33:00,46263,0
2025-10-16 18:04:00,2025-10-17 04:34:00,46267,0
2025-10-16 18:05:00,2025-10-17 04:35:00,46271,0
2025-10-16 18:06:00,2025-10-17 04:36:00,46275,0
2025-10-16 18:07:00,2025-10-17 04:37:00,46278,0
2025-10-16 18:08:01,2025-10-17 04:38:01,46282,0
2025-10-16 18:09:00,2025-10-17 04:39:00,46289,0
2025-10-16 18:10:00,2025-10-17 04:40:00,46293,0
2025-10-16 18:11:00,2025-10-17 04:41:00,46297,0
2025-10-16 18:12:00,2025-10-17 04:42:00,46301,0
2025-10-16 18:13:00,2025-10-17 04:43:00,46305,0
2025-10-16 18:14:00,2025-10-17 04:44:00,46309,0
2025-10-16 18:15:00,2025-10-17 04:45:00,46313,0
2025-10-16 18:16:00,2025-10-17 04:46:00,46318,0
2025-10-16 18:17:00,2025-10-17 04:47:00,46322,0
2025-10-16 18:18:00,2025-10-17 04:48:00,46327,0
2025-10-16 18:19:00,2025-10-17 04:49:00,46332,0
2025-10-16 18:20:00,2025-10-17 04:50:00,46336,0
2025-10-16 18:21:01,2025-10-17 04:51:01,46341,0
2025-10-16 18:22:00,2025-10-17 04:52:00,46345,0
2025-10-16 18:23:00,2025-10-17 04:53:00,46349,0
2025-10-16 18:24:00,2025-10-17 04:54:00,46353,0
2025-10-16 18:25:00,2025-10-17 04:55:00,46358,0
2025-10-16 18:26:00,2025-10-17 04:56:00,46364,0
2025-10-16 18:27:00,2025-10-17 04:57:00,46371,0
2025-10-16 18:28:00,2025-10-17 04:58:00,46377,0
2025-10-16 18:29:00,2025-10-17 04:59:00,46383,0
2025-10-16 18:30:00,2025-10-17 05:00:00,46390,0
2025-10-16 18:31:00,2025-10-17 05:01:00,46396,0
2025-10-16 18:32:00,2025-10-17 05:02:00,46403,0
2025-10-16 18:33:00,2025-10-17 05:03:00,46409,0
2025-10-16 18:34:00,2025-10-17 05:04:00,46416,0
2025-10-16 18:35:00,2025-10-17 05:05:00,46423,0
2025-10-16 18:36:00,2025-10-17 05:06:00,46430,0
2025-10-16 18:37:00,2025-10-17 05:07:00,46437,0
2025-10-16 18:38:00,2025-10-17 05:08:00,46444,0
2025-10-16 18:39:00,2025-10-17 05:09:00,46451,0
2025-10-16 18:40:00,2025-10-17 05:10:00,46458,0
2025-10-16 18:41:00,2025-10-17 05:11:00,46465,0
2025-10-16 18:42:00,2025-10-17 05:12:00,46472,0
2025-10-16 18:43:00,2025-10-17 05:13:00,46479,0
2025-10-16 18:44:00,2025-10-17 05:14:00,46486,0
2025-10-16 18:45:00,2025-10-17 05:15:00,46492,0
2025-10-16 18:46:00,2025-10-17 05:16:00,46499,0
2025-10-16 18:47:00,2025-10-17 05:17:00,46506,0
2025-10-16 18:48:00,2025-10-17 05:18:00,46513,0
2025-10-16 18:49:00,2025-10-17 05:19:00,46519,0
2025-10-16 18:50:00,2025-10-17 05:20:00,46526,0
2025-10-16 18:51:00,2025-10-17 05:21:00,46533,0
2025-10-16 18:52:00,2025-10-17 05:22:00,46539,0
2025-10-16 18:53:00,2025-10-17 05:23:00,46546,0
2025-10-16 18:54:00,2025-10-17 05:24:00,46553,0
2025-10-16 18:55:00,2025-10-17 05:25:00,46560,0
2025-10-16 18:56:00,2025-10-17 05:26:00,46566,0
2025-10-16 18:57:00,2025-10-17 05:27:00,46573,0
2025-10-16 18:58:01,2025-10-17 05:28:01,46580,0
2025-10-16 18:59:00,2025-10-17 05:29:00,46586,0
2025-10-16 19:00:00,2025-10-17 05:30:00,46593,0
2025-10-16 19:01:00,2025-10-17 05:31:00,46599,0
2025-10-16 19:02:00,2025-10-17 05:32:00,46606,0
2025-10-16 19:03:00,2025-10-17 05:33:00,46612,0
2025-10-16 19:04:00,2025-10-17 05:34:00,46619,0
2025-10-16 19:05:00,2025-10-17 05:35:00,46625,0
2025-10-16 19:06:00,2025-10-17 05:36:00,46632,0
2025-10-16 19:07:00,2025-10-17 05:37:00,46638,0
2025-10-16 19:08:01,2025-10-17 05:38:01,46645,0
2025-10-16 19:09:00,2025-10-17 05:39:00,46651,0
2025-10-16 19:10:00,2025-10-17 05:40:00,46658,0
2025-10-16 19:11:00,2025-10-17 05:41:00,46664,0
2025-10-16 19:12:00,2025-10-17 05:42:00,46671,0
2025-10-16 19:13:00,2025-10-17 05:43:00,46678,0
2025-10-16 19:14:00,2025-10-17 05:44:00,46684,0
2025-10-16 19:15:00,2025-10-17 05:45:00,46691,0
2025-10-16 19:16:00,2025-10-17 05:46:00,46697,0
2025-10-16 19:17:01,2025-10-17 05:47:01,46704,0
2025-10-16 19:18:00,2025-10-17 05:48:00,46710,0
2025-10-16 19:19:00,2025-10-17 05:49:00,46717,0
2025-10-16 19:20:00,2025-10-17 05:50:00,46723,0
2025-10-16 19:21:00,2025-10-17 05:51:00,46729,0
2025-10-16 19:22:00,2025-10-17 05:52:00,46736,0
2025-10-16 19:23:00,2025-10-17 05:53:00,46742,0
2025-10-16 19:24:00,2025-10-17 05:54:00,46749,0
2025-10-16 19:25:00,2025-10-17 05:55:00,46755,0
2025-10-16 19:26:00,2025-10-17 05:56:00,46762,0
2025-10-16 19:27:00,2025-10-17 05:57:00,46768,0
2025-10-16 19:28:00,2025-10-17 05:58:00,46774,0
2025-10-16 19:29:00,2025-10-17 05:59:00,46780,0
2025-10-16 19:30:00,2025-10-17 06:00:00,46785,0
2025-10-16 19:31:00,2025-10-17 06:01:00,46791,0
2025-10-16 19:32:00,2025-10-17 06:02:00,46797,0
2025-10-16 19:33:00,2025-10-17 06:03:00,46803,0
2025-10-16 19:34:00,2025-10-17 06:04:00,46809,0
2025-10-16 19:36:00,2025-10-17 06:06:00,46821,0
2025-10-16 19:37:00,2025-10-17 06:07:00,46827,0
2025-10-16 19:38:00,2025-10-17 06:08:00,46833,0
2025-10-16 19:39:00,2025-10-17 06:09:00,46840,0
2025-10-16 19:40:00,2025-10-17 06:10:00,46846,0
2025-10-16 19:41:00,2025-10-17 06:11:00,46852,0
2025-10-16 19:42:00,2025-10-17 06:12:00,46859,0
2025-10-16 19:43:00,2025-10-17 06:13:00,46865,0
2025-10-16 19:44:00,2025-10-17 06:14:00,46872,0
2025-10-16 19:45:00,2025-10-17 06:15:00,46877,0
2025-10-16 19:46:00,2025-10-17 06:16:00,46881,0
2025-10-16 19:47:00,2025-10-17 06:17:00,46886,0
2025-10-16 19:48:00,2025-10-17 06:18:00,46890,0
2025-10-16 19:49:00,2025-10-17 06:19:00,46895,0
2025-10-16 19:50:00,2025-10-17 06:20:00,46900,0
2025-10-16 19:51:00,2025-10-17 06:21:00,46904,0
2025-10-16 19:52:00,2025-10-17 06:22:00,46909,0
2025-10-16 19:53:00,2025-10-17 06:23:00,46914,0
2025-10-16 19:54:00,2025-10-17 06:24:00,46918,0
2025-10-16 19:55:00,2025-10-17 06:25:00,46923,0
2025-10-16 19:56:00,2025-10-17 06:26:00,46928,0
2025-10-16 19:57:01,2025-10-17 06:27:01,46932,0
2025-10-16 19:58:00,2025-10-17 06:28:00,46937,0
2025-10-16 19:59:00,2025-10-17 06:29:00,46941,0
2025-10-16 20:00:03,2025-10-17 06:30:03,46946,0
2025-10-16 20:01:00,2025-10-17 06:31:00,46951,0
2025-10-16 20:02:00,2025-10-17 06:32:00,46955,0
2025-10-16 20:03:00,2025-10-17 06:33:00,46960,0
2025-10-16 20:04:00,2025-10-17 06:34:00,46964,0
2025-10-16 20:05:00,2025-10-17 06:35:00,46969,0
2025-10-16 20:06:00,2025-10-17 06:36:00,46974,0
2025-10-16 20:07:00,2025-10-17 06:37:00,46978,0
2025-10-16 20:08:00,2025-10-17 06:38:00,46983,0
2025-10-16 20:09:00,2025-10-17 06:39:00,46987,0
2025-10-16 20:10:00,2025-10-17 06:40:00,46992,0
2025-10-16 20:11:00,2025-10-17 06:41:00,46996,0
2025-10-16 20:12:00,2025-10-17 06:42:00,47001,0
2025-10-16 20:13:00,2025-10-17 06:43:00,47005,0
2025-10-16 20:14:00,2025-10-17 06:44:00,47010,0
2025-10-16 20:15:00,2025-10-17 06:45:00,47014,0
2025-10-16 20:16:00,2025-10-17 06:46:00,47019,0
2025-10-16 20:17:00,2025-10-17 06:47:00,47023,0
2025-10-16 20:18:00,2025-10-17 06:48:00,47028,0
2025-10-16 20:19:00,2025-10-17 06:49:00,47032,0
2025-10-16 20:20:01,2025-10-17 06:50:01,47037,0
2025-10-16 20:21:00,2025-10-17 06:51:00,47041,0
2025-10-16 20:22:00,2025-10-17 06:52:00,47046,0
2025-10-16 20:23:00,2025-10-17 06:53:00,47050,0
2025-10-16 20:24:00,2025-10-17 06:54:00,47055,0
2025-10-16 20:25:00,2025-10-17 06:55:00,47060,0
2025-10-16 20:26:00,2025-10-17 06:56:00,47064,0
2025-10-16 20:27:00,2025-10-17 06:57:00,47068,0
2025-10-16 20:28:00,2025-10-17 06:58:00,47073,0
2025-10-16 20:29:01,2025-10-17 06:59:01,47078,0
2025-10-16 20:30:00,2025-10-17 07:00:00,47082,0
2025-10-16 20:31:00,2025-10-17 07:01:00,47086,0
2025-10-16 20:32:00,2025-10-17 07:02:00,47090,0
2025-10-16 20:33:00,2025-10-17 07:03:00,47094,0
2025-10-16 20:34:00,2025-10-17 07:04:00,47098,0
2025-10-16 20:35:01,2025-10-17 07:05:01,47103,0
2025-10-16 20:36:00,2025-10-17 07:06:00,47108,0
2025-10-16 20:37:00,2025-10-17 07:07:00,47141,0
2025-10-16 20:38:00,2025-10-17 07:08:00,47180,0
2025-10-16 20:39:00,2025-10-17 07:09:00,47219,0
2025-10-16 20:40:00,2025-10-17 07:10:00,47229,0
2025-10-16 20:41:00,2025-10-17 07:11:00,47233,0
2025-10-16 20:42:00,2025-10-17 07:12:00,47238,0
2025-10-16 20:43:00,2025-10-17 07:13:00,47243,0
2025-10-16 20:44:00,2025-10-17 07:14:00,47248,0
2025-10-16 20:45:00,2025-10-17 07:15:00,47253,0
2025-10-16 20:46:00,2025-10-17 07:16:00,47258,0
2025-10-16 20:47:00,2025-10-17 07:17:00,47263,0
2025-10-16 20:48:00,2025-10-17 07:18:00,47268,0
2025-10-16 20:49:00,2025-10-17 07:19:00,47273,0
2025-10-16 20:50:00,2025-10-17 07:20:00,47278,0
2025-10-16 20:51:00,2025-10-17 07:21:00,47283,0
2025-10-16 20:52:00,2025-10-17 07:22:00,47288,0
2025-10-16 20:53:00,2025-10-17 07:23:00,47292,0
2025-10-16 20:54:00,2025-10-17 07:24:00,47297,0
2025-10-16 20:55:00,2025-10-17 07:25:00,47301,0
2025-10-16 20:56:01,2025-10-17 07:26:01,47328,0
2025-10-16 20:57:00,2025-10-17 07:27:00,47339,0
2025-10-16 20:58:00,2025-10-17 07:28:00,47345,0
2025-10-16 20:59:00,2025-10-17 07:29:00,47351,0
2025-10-16 21:00:00,2025-10-17 07:30:00,47358,0
2025-10-16 21:01:00,2025-10-17 07:31:00,47364,0
2025-10-16 21:02:00,2025-10-17 07:32:00,47370,0
2025-10-16 21:03:00,2025-10-17 07:33:00,47375,0
2025-10-16 21:04:00,2025-10-17 07:34:00,47381,0
2025-10-16 21:05:00,2025-10-17 07:35:00,47386,0
2025-10-16 21:06:00,2025-10-17 07:36:00,47390,0
2025-10-16 21:07:00,2025-10-17 07:37:00,47395,0
2025-10-16 21:08:00,2025-10-17 07:38:00,47399,0
2025-10-16 21:09:00,2025-10-17 07:39:00,47402,0
2025-10-16 21:10:00,2025-10-17 07:40:00,47420,0
2025-10-16 21:11:00,2025-10-17 07:41:00,47423,0
2025-10-16 21:12:00,2025-10-17 07:42:00,47427,0
2025-10-16 21:13:00,2025-10-17 07:43:00,47431,0
2025-10-16 21:14:00,2025-10-17 07:44:00,47434,0
2025-10-16 21:15:00,2025-10-17 07:45:00,47438,0
2025-10-16 21:16:01,2025-10-17 07:46:01,47441,0
2025-10-16 21:17:00,2025-10-17 07:47:00,47445,0
2025-10-16 21:18:00,2025-10-17 07:48:00,47448,0
2025-10-16 21:19:00,2025-10-17 07:49:00,47451,0
2025-10-16 21:20:00,2025-10-17 07:50:00,47454,0
2025-10-16 21:21:00,2025-10-17 07:51:00,47456,0
2025-10-16 21:22:00,2025-10-17 07:52:00,47459,0
2025-10-16 21:23:00,2025-10-17 07:53:00,47461,0
2025-10-16 21:24:00,2025-10-17 07:54:00,47462,0
2025-10-16 21:25:00,2025-10-17 07:55:00,47463,0
2025-10-16 21:26:00,2025-10-17 07:56:00,47464,0
2025-10-16 21:27:00,2025-10-17 07:57:00,47467,0
2025-10-16 21:28:00,2025-10-17 07:58:00,47470,0
2025-10-16 21:29:00,2025-10-17 07:59:00,47473,0
2025-10-16 21:30:00,2025-10-17 08:00:00,47477,0
2025-10-16 21:31:03,2025-10-17 08:01:03,47481,0
2025-10-16 21:32:00,2025-10-17 08:02:00,47484,0
2025-10-16 21:33:00,2025-10-17 08:03:00,47489,0
2025-10-16 21:34:00,2025-10-17 08:04:00,47493,0
2025-10-16 21:35:00,2025-10-17 08:05:00,47498,0
2025-10-16 21:36:00,2025-10-17 08:06:00,47503,0
2025-10-16 21:37:00,2025-10-17 08:07:00,47507,0
2025-10-16 21:38:00,2025-10-17 08:08:00,47512,0
2025-10-16 21:39:00,2025-10-17 08:09:00,47516,0
2025-10-16 21:40:00,2025-10-17 08:10:00,47520,0
2025-10-16 21:41:00,2025-10-17 08:11:00,47524,0
2025-10-16 21:42:00,2025-10-17 08:12:00,47528,0
2025-10-16 21:43:00,2025-10-17 08:13:00,47532,0
2025-10-16 21:44:00,2025-10-17 08:14:00,47536,0
2025-10-16 21:45:00,2025-10-17 08:15:00,47540,0
2025-10-16 21:46:00,2025-10-17 08:16:00,47544,0
2025-10-16 21:47:00,2025-10-17 08:17:00,47548,0
2025-10-16 21:48:00,2025-10-17 08:18:00,47553,0
2025-10-16 21:49:00,2025-10-17 08:19:00,47560,0
2025-10-16 21:50:00,2025-10-17 08:20:00,47567,0
2025-10-16 21:51:00,2025-10-17 08:21:00,47573,0
2025-10-16 21:52:00,2025-10-17 08:22:00,47580,0
2025-10-16 21:53:00,2025-10-17 08:23:00,47586,0
2025-10-16 21:54:00,2025-10-17 08:24:00,47592,0
2025-10-16 21:55:00,2025-10-17 08:25:00,47599,0
2025-10-16 21:56:00,2025-10-17 08:26:00,47605,0
2025-10-16 21:57:00,2025-10-17 08:27:00,47611,0
2025-10-16 21:58:00,2025-10-17 08:28:00,47618,0
2025-10-16 21:59:00,2025-10-17 08:29:00,47624,0
2025-10-16 22:00:00,2025-10-17 08:30:00,47630,0
2025-10-16 22:01:00,2025-10-17 08:31:00,47636,0
2025-10-16 22:02:00,2025-10-17 08:32:00,47642,0
2025-10-16 22:03:00,2025-10-17 08:33:00,47647,0
2025-10-16 22:04:00,2025-10-17 08:34:00,47653,0
2025-10-16 22:05:00,2025-10-17 08:35:00,47658,0
2025-10-16 22:06:00,2025-10-17 08:36:00,47664,0
2025-10-16 22:07:00,2025-10-17 08:37:00,47670,0
2025-10-16 22:08:00,2025-10-17 08:38:00,47676,0
2025-10-16 22:09:00,2025-10-17 08:39:00,47682,0
2025-10-16 22:10:00,2025-10-17 08:40:00,47688,0
2025-10-16 22:11:00,2025-10-17 08:41:00,47691,0
2025-10-16 22:12:00,2025-10-17 08:42:00,47693,0
2025-10-16 22:13:00,2025-10-17 08:43:00,47696,0
2025-10-16 22:14:00,2025-10-17 08:44:00,47698,0
2025-10-16 22:15:00,2025-10-17 08:45:00,47701,0
2025-10-16 22:16:00,2025-10-17 08:46:00,47705,0
2025-10-16 22:17:00,2025-10-17 08:47:00,47709,0
2025-10-16 22:18:00,2025-10-17 08:48:00,47713,0
2025-10-16 22:19:00,2025-10-17 08:49:00,47716,0
2025-10-16 22:20:00,2025-10-17 08:50:00,47719,0
2025-10-16 22:21:00,2025-10-17 08:51:00,47722,0
2025-10-16 22:22:00,2025-10-17 08:52:00,47725,0
2025-10-16 22:23:03,2025-10-17 08:53:03,47728,0
2025-10-16 22:24:00,2025-10-17 08:54:00,47731,0
2025-10-16 22:25:00,2025-10-17 08:55:00,47736,0
2025-10-16 22:26:00,2025-10-17 08:56:00,47741,0
2025-10-16 22:27:00,2025-10-17 08:57:00,47746,0
2025-10-16 22:28:00,2025-10-17 08:58:00,47751,0
2025-10-16 22:29:00,2025-10-17 08:59:00,47755,0
2025-10-16 22:30:00,2025-10-17 09:00:00,47760,0
2025-10-16 22:31:00,2025-10-17 09:01:00,47765,0
2025-10-16 22:32:00,2025-10-17 09:02:00,47769,0
2025-10-16 22:33:00,2025-10-17 09:03:00,47795,0
2025-10-16 22:34:00,2025-10-17 09:04:00,47829,0
2025-10-16 22:35:00,2025-10-17 09:05:00,47833,0
2025-10-16 22:36:00,2025-10-17 09:06:00,47836,0
2025-10-16 22:37:00,2025-10-17 09:07:00,47840,0
2025-10-16 22:38:00,2025-10-17 09:08:00,47840,0
2025-10-16 22:39:00,2025-10-17 09:09:00,47840,0
2025-10-16 22:40:00,2025-10-17 09:10:00,47840,0
2025-10-16 22:41:00,2025-10-17 09:11:00,47841,0
2025-10-16 22:42:00,2025-10-17 09:12:00,47842,0
2025-10-16 22:43:00,2025-10-17 09:13:00,47844,0
2025-10-16 22:44:00,2025-10-17 09:14:00,47846,0
2025-10-16 22:45:00,2025-10-17 09:15:00,47849,0
2025-10-16 22:46:00,2025-10-17 09:16:00,47852,0
2025-10-16 22:47:00,2025-10-17 09:17:00,47855,0
2025-10-16 22:48:00,2025-10-17 09:18:00,47858,0
2025-10-16 22:49:00,2025-10-17 09:19:00,47861,0
2025-10-16 22:50:00,2025-10-17 09:20:00,47866,0
2025-10-16 22:51:00,2025-10-17 09:21:00,47870,0
2025-10-16 22:52:00,2025-10-17 09:22:00,47876,0
2025-10-16 22:53:00,2025-10-17 09:23:00,47881,0
2025-10-16 22:54:00,2025-10-17 09:24:00,47886,0
2025-10-16 22:55:01,2025-10-17 09:25:01,47890,0
2025-10-16 22:56:00,2025-10-17 09:26:00,47894,0
2025-10-16 22:57:00,2025-10-17 09:27:00,47898,0
2025-10-16 22:58:00,2025-10-17 09:28:00,47901,0
2025-10-16 22:59:00,2025-10-17 09:29:00,47905,0
2025-10-16 23:00:00,2025-10-17 09:30:00,47909,0
2025-10-16 23:01:00,2025-10-17 09:31:00,47914,0
2025-10-16 23:02:00,2025-10-17 09:32:00,47917,0
2025-10-16 23:03:00,2025-10-17 09:33:00,47921,0
2025-10-16 23:04:00,2025-10-17 09:34:00,47926,0
2025-10-16 23:05:00,2025-10-17 09:35:00,47930,0
2025-10-16 23:06:00,2025-10-17 09:36:00,47934,0
2025-10-16 23:07:00,2025-10-17 09:37:00,47938,0
2025-10-16 23:08:00,2025-10-17 09:38:00,47942,0
2025-10-16 23:09:00,2025-10-17 09:39:00,47945,0
2025-10-16 23:10:00,2025-10-17 09:40:00,47950,0
2025-10-16 23:11:00,2025-10-17 09:41:00,47955,0
2025-10-16 23:12:00,2025-10-17 09:42:00,47960,0
2025-10-16 23:13:00,2025-10-17 09:43:00,47967,0
2025-10-16 23:14:00,2025-10-17 09:44:00,47974,0
2025-10-16 23:15:00,2025-10-17 09:45:00,47983,0
2025-10-16 23:16:00,2025-10-17 09:46:00,47991,0
2025-10-16 23:17:00,2025-10-17 09:47:00,48001,0
2025-10-16 23:18:00,2025-10-17 09:48:00,48010,0
2025-10-16 23:19:00,2025-10-17 09:49:00,48022,0
2025-10-16 23:20:00,2025-10-17 09:50:00,48042,0
2025-10-16 23:21:00,2025-10-17 09:51:00,48054,0
2025-10-16 23:22:00,2025-10-17 09:52:00,48075,0
2025-10-16 23:23:00,2025-10-17 09:53:00,48093,0
2025-10-16 23:24:00,2025-10-17 09:54:00,48103,0
2025-10-16 23:25:00,2025-10-17 09:55:00,48111,0
2025-10-16 23:26:00,2025-10-17 09:56:00,48118,0
2025-10-16 23:27:00,2025-10-17 09:57:00,48124,0
2025-10-16 23:28:00,2025-10-17 09:58:00,48129,0
2025-10-16 23:29:00,2025-10-17 09:59:00,48135,0
2025-10-16 23:30:00,2025-10-17 10:00:00,48141,0
2025-10-16 23:31:00,2025-10-17 10:01:00,48145,0
2025-10-16 23:32:00,2025-10-17 10:02:00,48149,0
2025-10-16 23:33:00,2025-10-17 10:03:00,48154,0
2025-10-16 23:34:00,2025-10-17 10:04:00,48162,0
2025-10-16 23:35:00,2025-10-17 10:05:00,48168,0
2025-10-16 23:36:00,2025-10-17 10:06:00,48175,0
2025-10-16 23:37:00,2025-10-17 10:07:00,48188,0
2025-10-16 23:38:00,2025-10-17 10:08:00,48206,0
2025-10-16 23:39:00,2025-10-17 10:09:00,48244,0
2025-10-16 23:40:00,2025-10-17 10:10:00,48265,0
2025-10-16 23:41:00,2025-10-17 10:11:00,48276,0
2025-10-16 23:42:00,2025-10-17 10:12:00,48288,0
2025-10-16 23:43:00,2025-10-17 10:13:00,48304,0
2025-10-16 23:44:00,2025-10-17 10:14:00,48328,0
2025-10-16 23:45:00,2025-10-17 10:15:00,48350,0
2025-10-16 23:46:00,2025-10-17 10:16:00,48368,0
2025-10-16 23:47:00,2025-10-17 10:17:00,48383,0
